,S.No,Symbol,LTP,Point Change,% Change,Open,High,Low,Volume,Prev. Close,
,,                                        161,,NBLD85,,,                                        961.10,,                                        0.60,,                                        0.06,,                                        979.70,,                                        979.70,,                                        961.10,,                                        20.00,,                                        960.50,
,,                                        162,,NBLD87,,,                                        977.00,,                                        5.90,,                                        0.61,,                                        977.00,,                                        977.00,,                                        977.00,,                                        25.00,,                                        971.10,
,,                                        163,,NESDO,,,"                                        1,887.00",,                                        -3.00,,                                        -0.16,,"                                        1,855.00",,"                                        1,888.00",,"                                        1,852.20",,"                                        2,492.00",,"                                        1,890.00",
,,                                        164,,NFS,,,                                        512.40,,                                        4.40,,                                        0.87,,                                        501.00,,                                        518.00,,                                        501.00,,"                                        44,962.00",,                                        508.00,
,,                                        165,,NGPL,,,                                        304.80,,                                        1.90,,                                        0.63,,                                        304.00,,                                        307.00,,                                        301.40,,"                                        36,696.00",,                                        302.90,
,,                                        166,,NHDL,,,                                        474.10,,                                        7.10,,                                        1.52,,                                        476.00,,                                        483.50,,                                        458.00,,"                                        10,143.00",,                                        467.00,
,,                                        167,,NHPC,,,                                        146.90,,                                        -0.10,,                                        -0.07,,                                        146.20,,                                        149.10,,                                        146.00,,"                                        71,635.00",,                                        147.00,
,,                                        168,,NIBD2082,,,"                                        1,074.00",,                                        -1.00,,                                        -0.09,,"                                        1,074.70",,"                                        1,074.70",,"                                        1,074.00",,                                        90.00,,"                                        1,075.00",
,,                                        169,,NIBD84,,,                                        974.00,,                                        -16.00,,                                        -1.62,,                                        974.00,,                                        974.00,,                                        974.00,,                                        25.00,,                                        990.00,
,,                                        170,,NIBLGF,,,                                        8.18,,                                        -0.09,,                                        -1.09,,                                        8.15,,                                        8.36,,                                        8.15,,"                                        6,300.00",,                                        8.27,
,,                                        171,,NIBSF2,,,                                        8.15,,                                        0.15,,                                        1.88,,                                        8.00,,                                        8.15,,                                        7.95,,"                                        5,225.00",,                                        8.00,
,,                                        172,,NICA,,,                                        428.00,,                                        -7.10,,                                        -1.63,,                                        443.80,,                                        443.80,,                                        424.50,,"                                        161,570.00",,                                        435.10,
,,                                        173,,NICAD8283,,,"                                        1,130.00",,                                        0.00,,                                        0.00,,"                                        1,130.00",,"                                        1,130.00",,"                                        1,130.00",,                                        150.00,,"                                        1,130.00",
,,                                        174,,NICAD85/86,,,"                                        1,030.00",,                                        -20.00,,                                        -1.90,,"                                        1,032.00",,"                                        1,032.00",,"                                        1,030.00",,                                        75.00,,"                                        1,050.00",
,,                                        175,,NICBF,,,                                        8.71,,                                        -0.25,,                                        -2.79,,                                        8.96,,                                        9.10,,                                        8.70,,"                                        8,250.00",,                                        8.96,
,,                                        176,,NICD88,,,                                        973.40,,                                        3.40,,                                        0.35,,                                        985.00,,                                        985.00,,                                        973.40,,                                        85.00,,                                        970.00,
,,                                        177,,NICFC,,,                                        9.05,,                                        0.08,,                                        0.89,,                                        8.81,,                                        9.05,,                                        8.81,,"                                        11,920.00",,                                        8.97,
,,                                        178,,NICGF,,,                                        9.63,,                                        -0.18,,                                        -1.83,,                                        9.64,,                                        9.64,,                                        9.63,,"                                        7,000.00",,                                        9.81,
,,                                        179,,NICGF2,,,                                        8.16,,                                        0.01,,                                        0.12,,                                        7.99,,                                        8.16,,                                        7.86,,"                                        4,950.00",,                                        8.15,
,,                                        180,,NICL,,,                                        848.20,,                                        -7.80,,                                        -0.91,,                                        852.00,,                                        867.00,,                                        846.60,,"                                        16,653.00",,                                        856.00,
,,                                        181,,NICLBSL,,,                                        665.00,,                                        -0.70,,                                        -0.11,,                                        679.00,,                                        679.00,,                                        661.20,,"                                        19,604.00",,                                        665.70,
,,                                        182,,NICSF,,,                                        9.31,,                                        0.01,,                                        0.11,,                                        9.47,,                                        9.50,,                                        9.11,,"                                        119,270.00",,                                        9.30,
,,                                        183,,NIFRA,,,                                        206.00,,                                        4.50,,                                        2.23,,                                        201.50,,                                        208.00,,                                        201.00,,"                                        88,702.00",,                                        201.50,
,,                                        184,,NIFRAUR85/86,,,                                        881.00,,                                        -16.70,,                                        -1.86,,                                        881.00,,                                        881.00,,                                        881.00,,                                        25.00,,                                        897.70,
,,                                        185,,NIL,,,                                        803.00,,                                        2.00,,                                        0.25,,                                        797.20,,                                        805.00,,                                        793.20,,"                                        7,728.00",,                                        801.00,
,,                                        186,,NIMB,,,                                        169.90,,                                        1.10,,                                        0.65,,                                        167.30,,                                        170.80,,                                        167.30,,"                                        81,484.00",,                                        168.80,
,,                                        187,,NIMBD90,,,"                                        1,055.00",,                                        15.00,,                                        1.44,,"                                        1,060.00",,"                                        1,060.80",,"                                        1,055.00",,                                        69.00,,"                                        1,040.00",
,,                                        188,,NIMBPO,,,                                        136.00,,                                        -2.00,,                                        -1.45,,                                        138.00,,                                        138.20,,                                        133.00,,"                                        66,431.00",,                                        138.00,
,,                                        189,,NLG,,,                                        768.00,,                                        -5.00,,                                        -0.65,,                                        772.00,,                                        775.00,,                                        762.00,,"                                        3,922.00",,                                        773.00,
,,                                        190,,NLIC,,,                                        606.00,,                                        -1.00,,                                        -0.16,,                                        617.90,,                                        617.90,,                                        604.00,,"                                        16,492.00",,                                        607.00,
,,                                        191,,NLICL,,,                                        560.10,,                                        1.40,,                                        0.25,,                                        564.00,,                                        569.00,,                                        558.10,,"                                        7,815.00",,                                        558.70,
,,                                        192,,NMB,,,                                        212.50,,                                        1.50,,                                        0.71,,                                        214.90,,                                        218.00,,                                        208.10,,"                                        131,194.00",,                                        211.00,
,,                                        193,,NMB50,,,                                        9.98,,                                        0.37,,                                        3.85,,                                        9.50,,                                        9.99,,                                        9.50,,"                                        11,390.00",,                                        9.61,
,,                                        194,,NMBMF,,,                                        670.00,,                                        7.00,,                                        1.06,,                                        676.00,,                                        716.00,,                                        665.00,,"                                        7,008.00",,                                        663.00,
,,                                        195,,NMFBS,,,"                                        1,339.00",,                                        13.80,,                                        1.04,,"                                        1,320.00",,"                                        1,340.00",,"                                        1,307.00",,"                                        2,650.00",,"                                        1,325.20",
,,                                        196,,NMLBBL,,,                                        746.00,,                                        -5.00,,                                        -0.67,,                                        746.90,,                                        759.00,,                                        736.10,,"                                        28,805.00",,                                        751.00,
,,                                        197,,NRIC,,,                                        675.00,,                                        7.00,,                                        1.05,,                                        680.40,,                                        693.00,,                                        668.20,,"                                        20,175.00",,                                        668.00,
,,                                        198,,NRM,,,                                        386.90,,                                        22.20,,                                        6.09,,                                        370.00,,                                        394.00,,                                        360.20,,"                                        152,683.00",,                                        364.70,
,,                                        199,,NRN,,,                                        572.80,,                                        20.80,,                                        3.77,,                                        541.00,,                                        585.00,,                                        541.00,,"                                        355,895.00",,                                        552.00,
,,                                        200,,NSIF2,,,                                        9.53,,                                        -0.13,,                                        -1.35,,                                        9.50,,                                        9.53,,                                        9.50,,                                        525.00,,                                        9.66,
,,                                        201,,NTC,,,                                        847.30,,                                        -1.70,,                                        -0.20,,                                        849.50,,                                        850.00,,                                        842.00,,"                                        8,660.00",,                                        849.00,
,,                                        202,,NUBL,,,                                        670.00,,                                        5.00,,                                        0.75,,                                        670.00,,                                        674.00,,                                        661.00,,"                                        6,140.00",,                                        665.00,
,,                                        203,,NWCL,,,                                        792.00,,                                        72.00,,                                        10.00,,                                        734.00,,                                        792.00,,                                        711.60,,"                                        83,520.00",,                                        720.00,
,,                                        204,,NYADI,,,                                        293.00,,                                        5.00,,                                        1.74,,                                        288.00,,                                        299.50,,                                        283.00,,"                                        3,810.00",,                                        288.00,
,,                                        205,,OHL,,,                                        770.00,,                                        -12.00,,                                        -1.53,,                                        789.90,,                                        789.90,,                                        770.00,,"                                        4,134.00",,                                        782.00,
,,                                        206,,PBD85,,,                                        983.10,,                                        -16.90,,                                        -1.69,,                                        983.10,,                                        983.10,,                                        983.10,,                                        50.00,,"                                        1,000.00",
,,                                        207,,PBD88,,,"                                        1,031.00",,                                        -18.90,,                                        -1.80,,"                                        1,031.00",,"                                        1,031.00",,"                                        1,031.00",,                                        25.00,,"                                        1,049.90",
,,                                        208,,PCBL,,,                                        209.00,,                                        -3.10,,                                        -1.46,,                                        212.50,,                                        212.50,,                                        208.00,,"                                        108,465.00",,                                        212.10,
,,                                        209,,PFL,,,                                        710.00,,                                        55.00,,                                        8.40,,                                        641.90,,                                        718.00,,                                        641.90,,"                                        277,756.00",,                                        655.00,
,,                                        210,,PHCL,,,                                        289.10,,                                        -1.00,,                                        -0.34,,                                        290.00,,                                        295.90,,                                        286.30,,"                                        8,078.00",,                                        290.10,
,,                                        211,,PMHPL,,,                                        231.70,,                                        0.20,,                                        0.09,,                                        227.00,,                                        234.90,,                                        227.00,,"                                        2,633.00",,                                        231.50,
,,                                        212,,PMLI,,,                                        509.00,,                                        2.00,,                                        0.39,,                                        504.00,,                                        512.00,,                                        500.20,,"                                        9,048.00",,                                        507.00,
,,                                        213,,PPCL,,,                                        232.00,,                                        0.00,,                                        0.00,,                                        230.00,,                                        235.00,,                                        228.40,,"                                        4,723.00",,                                        232.00,
,,                                        214,,PPL,,,                                        458.00,,                                        1.00,,                                        0.22,,                                        460.00,,                                        464.00,,                                        451.50,,"                                        22,701.00",,                                        457.00,
,,                                        215,,PRIN,,,                                        775.00,,                                        -10.50,,                                        -1.34,,                                        780.00,,                                        804.60,,                                        775.00,,"                                        9,374.00",,                                        785.50,
,,                                        216,,PROFL,,,                                        339.80,,                                        3.80,,                                        1.13,,                                        337.00,,                                        343.80,,                                        335.10,,"                                        17,883.00",,                                        336.00,
,,                                        217,,PRSF,,,                                        9.10,,                                        0.10,,                                        1.11,,                                        8.82,,                                        9.18,,                                        8.82,,"                                        6,375.00",,                                        9.00,
,,                                        218,,PRVU,,,                                        152.00,,                                        -1.90,,                                        -1.23,,                                        153.00,,                                        155.00,,                                        151.10,,"                                        101,787.00",,                                        153.90,
,,                                        219,,PSF,,,                                        9.02,,                                        -0.29,,                                        -3.11,,                                        9.13,,                                        9.30,,                                        8.95,,"                                        75,000.00",,                                        9.31,
,,                                        220,,RADHI,,,                                        239.00,,                                        0.00,,                                        0.00,,                                        240.00,,                                        243.00,,                                        236.10,,"                                        19,663.00",,                                        239.00,
,,                                        221,,RAWA,,,                                        497.80,,                                        5.80,,                                        1.18,,                                        501.80,,                                        505.90,,                                        486.00,,"                                        17,646.00",,                                        492.00,
,,                                        222,,RBCL,,,"                                        13,210.00",,                                        -190.00,,                                        -1.42,,"                                        13,400.00",,"                                        13,430.00",,"                                        13,202.00",,                                        300.00,,"                                        13,400.00",
,,                                        223,,RBCLPO,,,"                                        10,545.00",,                                        274.00,,                                        2.67,,"                                        10,476.40",,"                                        10,545.00",,"                                        10,351.00",,                                        110.00,,"                                        10,271.00",
,,                                        224,,RFPL,,,                                        366.70,,                                        -1.30,,                                        -0.35,,                                        363.00,,                                        374.90,,                                        360.00,,"                                        41,398.00",,                                        368.00,
,,                                        225,,RHGCL,,,                                        350.90,,                                        -0.90,,                                        -0.26,,                                        345.30,,                                        354.00,,                                        339.10,,"                                        41,402.00",,                                        351.80,
,,                                        226,,RHPL,,,                                        268.50,,                                        -3.50,,                                        -1.29,,                                        268.00,,                                        280.00,,                                        268.00,,"                                        30,001.00",,                                        272.00,
,,                                        227,,RIDI,,,                                        177.00,,                                        -5.10,,                                        -2.80,,                                        180.00,,                                        183.00,,                                        176.50,,"                                        128,753.00",,                                        182.10,
,,                                        228,,RLFL,,,                                        403.00,,                                        2.90,,                                        0.72,,                                        392.40,,                                        408.00,,                                        392.40,,"                                        84,723.00",,                                        400.10,
,,                                        229,,RMF1,,,                                        7.97,,                                        -0.14,,                                        -1.73,,                                        7.98,,                                        8.00,,                                        7.97,,"                                        12,415.00",,                                        8.11,
,,                                        230,,RMF2,,,                                        8.65,,                                        0.15,,                                        1.76,,                                        8.50,,                                        8.65,,                                        8.45,,                                        600.00,,                                        8.50,
,,                                        231,,RNLI,,,                                        437.80,,                                        -0.20,,                                        -0.05,,                                        435.00,,                                        442.00,,                                        433.00,,"                                        25,304.00",,                                        438.00,
,,                                        232,,RSDC,,,                                        679.00,,                                        -3.00,,                                        -0.44,,                                        695.60,,                                        695.60,,                                        675.50,,"                                        30,127.00",,                                        682.00,
,,                                        233,,RURU,,,                                        614.50,,                                        10.50,,                                        1.74,,                                        604.00,,                                        617.00,,                                        602.10,,"                                        16,201.00",,                                        604.00,
,,                                        234,,SABSL,,,                                        976.20,,                                        13.20,,                                        1.37,,                                        982.20,,"                                        1,000.00",,                                        924.00,,"                                        5,360.00",,                                        963.00,
,,                                        235,,SADBL,,,                                        320.00,,                                        5.00,,                                        1.59,,                                        315.20,,                                        321.00,,                                        315.00,,"                                        58,361.00",,                                        315.00,
,,                                        236,,SAEF,,,                                        10.00,,                                        -0.19,,                                        -1.86,,                                        10.10,,                                        10.25,,                                        10.00,,"                                        41,621.00",,                                        10.19,
,,                                        237,,SAGF,,,                                        8.89,,                                        0.14,,                                        1.60,,                                        8.75,,                                        8.89,,                                        8.72,,"                                        1,400.00",,                                        8.75,
,,                                        238,,SAHAS,,,                                        534.00,,                                        -1.00,,                                        -0.19,,                                        535.00,,                                        545.00,,                                        525.30,,"                                        17,005.00",,                                        535.00,
,,                                        239,,SALICO,,,                                        704.00,,                                        2.00,,                                        0.28,,                                        702.00,,                                        707.00,,                                        696.00,,"                                        12,053.00",,                                        702.00,
,,                                        240,,SAMAJ,,,"                                        2,100.00",,                                        -17.00,,                                        -0.80,,"                                        2,076.00",,"                                        2,200.00",,"                                        2,076.00",,                                        400.00,,"                                        2,117.00",
,,                                        241,,SANIMA,,,                                        265.00,,                                        1.00,,                                        0.38,,                                        264.00,,                                        267.00,,                                        260.00,,"                                        72,654.00",,                                        264.00,
,,                                        242,,SAPDBL,,,                                        321.50,,                                        2.50,,                                        0.78,,                                        323.00,,                                        326.00,,                                        317.20,,"                                        20,103.00",,                                        319.00,
,,                                        243,,SARBTM,,,                                        818.00,,                                        13.00,,                                        1.61,,                                        814.00,,                                        845.50,,                                        806.00,,"                                        70,092.00",,                                        805.00,
,,                                        244,,SBCF,,,                                        8.50,,                                        0.08,,                                        0.95,,                                        8.30,,                                        8.50,,                                        8.15,,"                                        9,245.00",,                                        8.42,
,,                                        245,,SBI,,,                                        304.10,,                                        -1.90,,                                        -0.62,,                                        301.00,,                                        324.30,,                                        301.00,,"                                        31,644.00",,                                        306.00,
,,                                        246,,SBID83,,,"                                        1,075.00",,                                        -38.00,,                                        -3.41,,"                                        1,090.80",,"                                        1,090.80",,"                                        1,075.00",,                                        30.00,,"                                        1,113.00",
,,                                        247,,SBID89,,,"                                        1,000.00",,                                        15.00,,                                        1.52,,"                                        1,000.00",,"                                        1,000.00",,"                                        1,000.00",,                                        25.00,,                                        985.00,
,,                                        248,,SBL,,,                                        265.90,,                                        -3.10,,                                        -1.15,,                                        272.00,,                                        274.00,,                                        260.40,,"                                        104,586.00",,                                        269.00,
,,                                        249,,SBLD2082,,,"                                        1,067.30",,                                        -25.10,,                                        -2.30,,"                                        1,089.00",,"                                        1,089.00",,"                                        1,067.30",,                                        275.00,,"                                        1,092.40",
,,                                        250,,SBLD84,,,"                                        1,030.20",,                                        50.20,,                                        5.12,,                                        999.00,,"                                        1,030.20",,                                        999.00,,                                        325.00,,                                        980.00,
,,                                        251,,SBLD89,,,"                                        1,095.00",,                                        -18.00,,                                        -1.62,,"                                        1,095.00",,"                                        1,095.00",,"                                        1,095.00",,                                        75.00,,"                                        1,113.00",
,,                                        252,,SCB,,,                                        587.90,,                                        -0.10,,                                        -0.02,,                                        595.00,,                                        595.00,,                                        580.00,,"                                        34,144.00",,                                        588.00,
,,                                        253,,SDLBSL,,,                                        939.10,,                                        -2.90,,                                        -0.31,,                                        953.00,,"                                        1,003.90",,                                        939.00,,"                                        6,238.00",,                                        942.00,
,,                                        254,,SEF,,,                                        8.29,,                                        0.07,,                                        0.85,,                                        8.37,,                                        8.37,,                                        8.19,,"                                        23,950.00",,                                        8.22,
,,                                        255,,SFCL,,,                                        341.10,,                                        1.60,,                                        0.47,,                                        345.00,,                                        347.90,,                                        333.30,,"                                        29,591.00",,                                        339.50,
,,                                        256,,SFEF,,,                                        8.16,,                                        0.01,,                                        0.12,,                                        8.16,,                                        8.17,,                                        8.16,,"                                        3,960.00",,                                        8.15,
,,                                        257,,SFMF,,,                                        9.99,,                                        -0.12,,                                        -1.19,,                                        10.00,,                                        10.00,,                                        9.99,,"                                        11,350.00",,                                        10.11,
,,                                        258,,SGHC,,,                                        323.90,,                                        -1.10,,                                        -0.34,,                                        321.00,,                                        330.00,,                                        317.10,,"                                        7,544.00",,                                        325.00,
,,                                        259,,SGIC,,,                                        550.00,,                                        -1.90,,                                        -0.34,,                                        546.00,,                                        554.00,,                                        545.40,,"                                        28,745.00",,                                        551.90,
,,                                        260,,SHEL,,,                                        163.90,,                                        -0.60,,                                        -0.36,,                                        166.00,,                                        168.70,,                                        163.00,,"                                        132,698.00",,                                        164.50,
,,                                        261,,SHINE,,,                                        398.00,,                                        5.40,,                                        1.38,,                                        399.00,,                                        402.00,,                                        391.20,,"                                        92,363.00",,                                        392.60,
,,                                        262,,SHIVM,,,                                        513.80,,                                        5.60,,                                        1.10,,                                        516.00,,                                        516.50,,                                        506.20,,"                                        129,562.00",,                                        508.20,
,,                                        263,,SHL,,,                                        450.00,,                                        -6.10,,                                        -1.34,,                                        459.00,,                                        460.00,,                                        445.20,,"                                        78,300.00",,                                        456.10,
,,                                        264,,SHLB,,,"                                        1,770.00",,                                        0.00,,                                        0.00,,"                                        1,752.00",,"                                        1,818.00",,"                                        1,751.00",,"                                        12,043.00",,"                                        1,770.00",
,,                                        265,,SHPC,,,                                        336.00,,                                        1.30,,                                        0.39,,                                        334.70,,                                        340.90,,                                        334.40,,"                                        20,092.00",,                                        334.70,
,,                                        266,,SICL,,,                                        718.00,,                                        2.50,,                                        0.35,,                                        715.50,,                                        720.00,,                                        710.00,,"                                        7,566.00",,                                        715.50,
,,                                        267,,SIFC,,,                                        420.00,,                                        6.00,,                                        1.45,,                                        409.30,,                                        437.00,,                                        409.30,,"                                        47,908.00",,                                        414.00,
,,                                        268,,SIGS2,,,                                        8.62,,                                        0.21,,                                        2.50,,                                        8.57,,                                        8.62,,                                        8.40,,"                                        81,725.00",,                                        8.41,
,,                                        269,,SIKLES,,,                                        516.10,,                                        -16.90,,                                        -3.17,,                                        539.00,,                                        539.00,,                                        512.00,,"                                        7,970.00",,                                        533.00,
,,                                        270,,SINDU,,,                                        381.00,,                                        1.00,,                                        0.26,,                                        386.00,,                                        387.00,,                                        378.00,,"                                        9,745.00",,                                        380.00,
,,                                        271,,SJCL,,,                                        276.00,,                                        1.00,,                                        0.36,,                                        270.00,,                                        280.00,,                                        270.00,,"                                        3,060.00",,                                        275.00,
,,                                        272,,SJLIC,,,                                        424.00,,                                        1.00,,                                        0.24,,                                        419.00,,                                        427.90,,                                        418.00,,"                                        19,964.00",,                                        423.00,
,,                                        273,,SKBBL,,,                                        830.00,,                                        4.90,,                                        0.59,,                                        830.00,,                                        845.00,,                                        823.00,,"                                        22,817.00",,                                        825.10,
,,                                        274,,SLBBL,,,                                        765.00,,                                        0.00,,                                        0.00,,                                        779.00,,                                        779.00,,                                        756.10,,"                                        5,108.00",,                                        765.00,
,,                                        275,,SLBSL,,,"                                        1,228.70",,                                        -19.30,,                                        -1.55,,"                                        1,224.10",,"                                        1,245.00",,"                                        1,152.60",,"                                        7,047.00",,"                                        1,248.00",
,,                                        276,,SLCF,,,                                        8.25,,                                        0.24,,                                        3.00,,                                        7.85,,                                        8.25,,                                        7.85,,"                                        308,500.00",,                                        8.01,
,,                                        277,,SMATA,,,                                        943.00,,                                        -6.00,,                                        -0.63,,                                        935.00,,                                        955.00,,                                        931.10,,"                                        5,444.00",,                                        949.00,
,,                                        278,,SMB,,,"                                        1,619.00",,                                        48.20,,                                        3.07,,"                                        1,570.00",,"                                        1,628.00",,"                                        1,540.00",,"                                        1,095.00",,"                                        1,570.80",
,,                                        279,,SMFBS,,,"                                        1,339.00",,                                        4.00,,                                        0.30,,"                                        1,311.10",,"                                        1,355.00",,"                                        1,309.00",,"                                        1,065.00",,"                                        1,335.00",
,,                                        280,,SMH,,,                                        684.00,,                                        7.90,,                                        1.17,,                                        680.00,,                                        689.60,,                                        670.00,,"                                        2,010.00",,                                        676.10,
,,                                        281,,SMHL,,,                                        519.00,,                                        21.90,,                                        4.41,,                                        487.20,,                                        523.00,,                                        487.20,,"                                        113,759.00",,                                        497.10,
,,                                        282,,SMJC,,,                                        370.00,,                                        5.00,,                                        1.37,,                                        359.00,,                                        373.00,,                                        359.00,,"                                        15,596.00",,                                        365.00,
,,                                        283,,SNLI,,,                                        476.10,,                                        -3.40,,                                        -0.71,,                                        475.00,,                                        483.00,,                                        473.20,,"                                        19,199.00",,                                        479.50,
,,                                        284,,SONA,,,                                        461.00,,                                        7.00,,                                        1.54,,                                        448.00,,                                        470.00,,                                        448.00,,"                                        135,238.00",,                                        454.00,
,,                                        285,,SPC,,,                                        524.00,,                                        1.00,,                                        0.19,,                                        514.00,,                                        530.00,,                                        514.00,,"                                        1,951.00",,                                        523.00,
,,                                        286,,SPDL,,,                                        245.00,,                                        4.10,,                                        1.70,,                                        245.70,,                                        245.70,,                                        238.20,,"                                        34,202.00",,                                        240.90,
,,                                        287,,SPHL,,,                                        493.00,,                                        3.20,,                                        0.65,,                                        481.10,,                                        503.80,,                                        477.10,,"                                        10,815.00",,                                        489.80,
,,                                        288,,SPIL,,,                                        795.00,,                                        5.00,,                                        0.63,,                                        780.00,,                                        795.00,,                                        780.00,,"                                        10,397.00",,                                        790.00,
,,                                        289,,SPL,,,                                        700.00,,                                        6.00,,                                        0.86,,                                        680.50,,                                        722.00,,                                        680.30,,"                                        3,338.00",,                                        694.00,
,,                                        290,,SRBLD83,,,"                                        1,040.00",,                                        0.00,,                                        0.00,,"                                        1,040.00",,"                                        1,040.00",,"                                        1,040.00",,                                        50.00,,"                                        1,040.00",
,,                                        291,,SRLI,,,                                        455.00,,                                        8.00,,                                        1.79,,                                        438.60,,                                        455.00,,                                        438.60,,"                                        21,935.00",,                                        447.00,
,,                                        292,,SSHL,,,                                        168.90,,                                        1.90,,                                        1.14,,                                        163.70,,                                        173.40,,                                        163.70,,"                                        58,759.00",,                                        167.00,
,,                                        293,,STC,,,"                                        4,395.00",,                                        5.00,,                                        0.11,,"                                        4,474.00",,"                                        4,474.00",,"                                        4,385.00",,                                        793.00,,"                                        4,390.00",
,,                                        294,,SWBBL,,,                                        825.00,,                                        -5.00,,                                        -0.60,,                                        835.00,,                                        837.00,,                                        823.10,,"                                        7,996.00",,                                        830.00,
,,                                        295,,SWMF,,,                                        830.00,,                                        0.00,,                                        0.00,,                                        835.00,,                                        840.00,,                                        823.00,,"                                        5,112.00",,                                        830.00,
,,                                        296,,TAMOR,,,                                        383.00,,                                        6.00,,                                        1.59,,                                        370.10,,                                        383.00,,                                        370.10,,"                                        14,760.00",,                                        377.00,
,,                                        297,,TPC,,,                                        510.00,,                                        9.00,,                                        1.80,,                                        491.20,,                                        510.00,,                                        491.20,,"                                        2,928.00",,                                        501.00,
,,                                        298,,TRH,,,                                        758.00,,                                        -10.00,,                                        -1.30,,                                        775.00,,                                        775.00,,                                        753.60,,"                                        17,978.00",,                                        768.00,
,,                                        299,,TSHL,,,                                        514.40,,                                        -5.60,,                                        -1.08,,                                        509.60,,                                        540.00,,                                        509.60,,"                                        5,510.00",,                                        520.00,
,,                                        300,,TVCL,,,                                        446.20,,                                        4.10,,                                        0.93,,                                        450.90,,                                        454.80,,                                        440.00,,"                                        13,213.00",,                                        442.10,
,,                                        301,,UAIL,,,                                        588.00,,                                        6.80,,                                        1.17,,                                        589.00,,                                        595.00,,                                        578.20,,"                                        17,825.00",,                                        581.20,
,,                                        302,,UHEWA,,,                                        396.40,,                                        -0.60,,                                        -0.15,,                                        389.10,,                                        401.80,,                                        380.00,,"                                        8,023.00",,                                        397.00,
,,                                        303,,ULBSL,,,"                                        1,776.00",,                                        -54.00,,                                        -2.95,,"                                        1,824.00",,"                                        1,855.00",,"                                        1,776.00",,"                                        1,473.00",,"                                        1,830.00",
,,                                        304,,ULHC,,,                                        330.00,,                                        0.00,,                                        0.00,,                                        326.20,,                                        337.80,,                                        326.20,,"                                        8,904.00",,                                        330.00,
,,                                        305,,UMHL,,,                                        236.70,,                                        2.70,,                                        1.15,,                                        238.60,,                                        238.60,,                                        233.50,,"                                        11,210.00",,                                        234.00,
,,                                        306,,UMRH,,,                                        364.20,,                                        1.20,,                                        0.33,,                                        363.00,,                                        370.00,,                                        361.90,,"                                        35,756.00",,                                        363.00,
,,                                        307,,UNHPL,,,                                        230.90,,                                        2.90,,                                        1.27,,                                        228.20,,                                        232.00,,                                        228.00,,"                                        17,530.00",,                                        228.00,
,,                                        308,,UNL,,,"                                        39,351.00",,                                        -149.00,,                                        -0.38,,"                                        39,500.00",,"                                        39,500.00",,"                                        39,351.00",,                                        40.00,,"                                        39,500.00",
,,                                        309,,UNLB,,,"                                        1,989.00",,                                        22.00,,                                        1.12,,"                                        1,932.00",,"                                        2,100.00",,"                                        1,928.50",,"                                        2,035.00",,"                                        1,967.00",
,,                                        310,,UPCL,,,                                        196.90,,                                        0.90,,                                        0.46,,                                        195.00,,                                        198.00,,                                        194.10,,"                                        31,807.00",,                                        196.00,
,,                                        311,,UPPER,,,                                        165.90,,                                        0.20,,                                        0.12,,                                        165.00,,                                        167.00,,                                        165.00,,"                                        91,780.00",,                                        165.70,
,,                                        312,,USHEC,,,                                        385.00,,                                        0.40,,                                        0.10,,                                        380.00,,                                        392.00,,                                        380.00,,"                                        7,249.00",,                                        384.60,
,,                                        313,,USHL,,,                                        487.50,,                                        4.60,,                                        0.95,,                                        473.50,,                                        490.90,,                                        473.50,,"                                        2,040.00",,                                        482.90,
,,                                        314,,USLB,,,"                                        2,096.00",,                                        -62.00,,                                        -2.87,,"                                        2,130.00",,"                                        2,130.00",,"                                        2,020.30",,"                                        10,533.00",,"                                        2,158.00",
,,                                        315,,VLBS,,,                                        955.00,,                                        -1.50,,                                        -0.16,,                                        949.00,,                                        955.00,,                                        919.00,,"                                        23,318.00",,                                        956.50,
,,                                        316,,VLUCL,,,                                        484.00,,                                        -2.90,,                                        -0.60,,                                        478.00,,                                        493.90,,                                        478.00,,"                                        18,508.00",,                                        486.90,
,,                                        317,,WNLB,,,"                                        1,440.00",,                                        -6.00,,                                        -0.41,,"                                        1,435.00",,"                                        1,519.00",,"                                        1,409.00",,"                                        1,301.00",,"                                        1,446.00",
